#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
     223       3.8672       1.8843       6.1091       0.4142       0.9834,     223       2.0075       2.0982       2.1611       0.3508       0.4731,     223       3.7285       1.9698       6.1031       0.6267       0.9414,     223       4.5192       1.7233       5.5553       0.4241       0.8519,     223       5.3994       1.6705       5.9507       0.5658       1.0043,     223       6.1468       2.1783       5.2090       0.2461       1.2246,     223       3.6101       2.1505       3.6168       0.6808       0.3892,     223       5.0305       1.8173       6.6365       0.3364       1.1173,     223       5.7399       2.8244       5.9950       0.6330       0.9985,     223       5.9411       2.2150       3.8271       0.4941       1.4490
     224       3.9565       1.7343       4.4819       0.4158       0.6052,     224       1.9296       1.4716       2.2362       0.3077       0.7223,     224       3.5344       2.0562       7.2698       0.6363       0.5918,     224       3.9295       1.6073       4.7629       0.4709       1.1815,     224       3.9211       2.0569       3.9627       0.5218       0.8195,     224       5.6553       2.5278       5.3757       0.4776       1.6979,     224       4.8546       2.2756       3.4768       0.7137       0.8953,     224       5.2964       2.0442       5.8145       0.6597       0.9553,     224       5.2667       2.9410       5.0826       0.4834       0.8313,     224       5.4899       2.4386       2.1557       0.3682       1.1055
     225       4.0982       1.7500       4.4588       0.3202       0.7509,     225       2.0836       1.5728       2.2217       0.8735       1.1858,     225       2.3642       2.1558       4.7879       0.4762       0.4754,     225       3.6971       1.6532       3.7356       0.2966       0.9644,     225       3.2982       1.9026       4.1824       0.7846       0.8438,     225       5.6711       2.1860       4.9022       0.4424       1.6406,     225       3.2259       2.2878       4.4575       0.5359       0.5603,     225       4.5506       1.8344       6.1383       0.5095       1.0962,     225       5.1083       2.7291       4.3253       0.5941       0.7165,     225       4.9227       2.2290       2.1760       0.5681       1.3577
     226       3.5015       2.0574       4.6157       0.3895       0.6387,     226       1.4999       1.6736       2.7512       0.3651       0.6384,     226       2.7770       2.3097       5.9630       0.4120       0.5551,     226       4.7863       1.7098       2.5710       0.5112       1.0130,     226       3.5897       2.2651       4.5147       0.5562       0.7456,     226       6.2980       2.1220       5.4132       0.3460       1.4095,     226       3.6704       1.9133       4.6848       0.3680       0.4700,     226       4.7367       1.7510       8.0699       0.5056       1.7290,     226       6.0736       2.3867       5.2469       0.5689       0.8952,     226       5.3065       1.6440       3.1526       0.6950       1.5130
     227       2.7088       2.1826       3.8992       0.3836       0.3964,     227       2.4007       1.5326       2.6580       0.3722       0.8849,     227       2.6572       2.3967       5.5573       0.2863       0.6675,     227       3.3207       1.6009       3.5592       0.5154       1.0211,     227       3.3373       2.2609       4.1320       0.6117       0.7670,     227       4.6408       2.3191       4.7144       0.4823       1.4406,     227       4.5721       2.2034       4.6642       0.5784       0.6837,     227       3.1699       2.1206       5.9849       0.4986       1.0713,     227       6.5466       2.7097       5.3819       0.4285       0.7042,     227       6.0342       1.6276       4.1493       0.4881       1.3883
     228       2.4156       2.4860       4.4246       0.5661       0.7229,     228       3.3568       1.6857       3.2987       0.4274       0.8343,     228       2.3475       2.0791       4.9191       0.4586       0.6107,     228       4.0010       1.4249       3.8109       0.5266       1.1236,     228       2.3559       2.0760       3.8213       0.6884       0.5744,     228       5.0949       2.5031       4.4223       0.6518       1.3084,     228       3.2780       1.8753       4.1928       0.4963       0.8690,     228       4.1738       1.8385       6.4052       0.1948       0.9401,     228       5.6495       2.1517       6.0260       0.1309       0.7072,     228       5.4643       1.7032       4.0632       0.5259       1.3707
     229       2.5569       2.4319       4.8568       0.3197       0.5368,     229       2.3943       1.6996       2.6555       0.5945       0.7220,     229       2.9160       2.2735       6.8705       0.4733       0.6067,     229       4.7162       2.0380       1.5253       0.3561       0.7963,     229       2.7862       2.0976       2.7501       0.6598       0.4461,     229       5.6371       2.1707       6.2628       0.4081       1.4925,     229       4.0052       1.9997       4.7408       0.7282       1.2711,     229       4.2472       1.8169       5.8559       0.6187       0.8642,     229       6.0340       2.4092       5.5388       0.6306       0.6579,     229       3.8931       1.4882       4.8479       0.4834       1.5294
     230       1.9637       2.1465       3.9377       0.9690       0.7140,     230       2.2045       1.6643       2.1295       0.2721       0.6093,     230       1.6250       2.1978       4.9462       0.3084       0.5989,     230       5.1627       1.9785       2.7439       0.4148       0.7891,     230       2.9893       1.8524       3.8732       0.6995       0.5799,     230       3.8404       2.0648       5.4361       0.8158       1.5434,     230       2.8750       1.8482       3.8381       0.4729       1.3679,     230       5.3635       1.6609       6.2690       0.7354       1.2195,     230       5.0926       2.1873       5.4660       0.4267       0.3923,     230       4.5185       1.8054       4.2600       0.4062       1.6144
     231       1.7067       2.0003       5.2584       0.8425       0.5465,     231       2.3591       1.6221       2.0036       0.3505       0.4422,     231       2.5468       2.1012       5.8898       0.1905       0.7725,     231       6.5560       1.8471       4.1445       0.6165       1.0432,     231       2.5006       1.6714       4.1608       0.7828       0.8556,     231       5.2572       2.1413       5.9316       0.6464       1.7107,     231       2.7314       1.7301       4.7312       0.4767       0.9110,     231       5.3997       1.8067       4.4565       0.6091       1.2737,     231       4.8694       2.4088       5.3984       0.6969       0.5630,     231       4.2091       1.8078       4.1948       0.8566       1.1398
     232       2.2172       2.0231       6.1733       0.7727       0.7744,     232       2.6563       1.5586       2.2095       0.2721       0.5821,     232       4.0700       2.2139       6.3497       0.4278       0.6108,     232       6.4948       2.1290       4.4643       0.3814       1.0082,     232       3.2524       1.6101       3.1335       0.3827       0.5914,     232       4.7596       2.2040       4.9990       0.3181       1.4468,     232       4.0131       1.9505       4.5938       0.4043       0.2725,     232       6.0242       1.8164       5.7172       0.3199       1.3143,     232       5.7483       2.4829       6.1931       0.6552       0.7390,     232       6.0936       1.6832       3.6434       0.5769       1.1651
     233       1.9091       1.8115       5.1536       0.7832       1.1300,     233       2.5425       1.5874       2.1193       0.2648       0.7296,     233       3.5562       2.0787       6.1757       0.7267       0.5167,     233       7.4643       2.2482       4.9974       0.3428       1.5413,     233       2.8786       1.6587       2.1895       0.7088       0.5247,     233       5.5318       2.3318       5.6002       0.4738       1.5008,     233       4.3292       1.7527       4.7903       0.3209       0.3751,     233       4.8176       2.0751       4.4592       0.6465       1.3426,     233       5.3466       2.2602       6.3848       0.6698       0.8155,     233       4.2910       1.8010       2.3964       0.8119       0.9508
     234       2.2520       2.4814       5.9406       0.3518       0.8359,     234       2.2566       2.1971       1.5162       0.5422       0.5475,     234       3.3276       2.0796       5.3767       0.3753       0.5034,     234       7.8806       2.2717       5.7817       0.3720       1.4933,     234       2.8746       1.5917       1.7836       0.7808       0.7244,     234       6.4502       1.9356       6.4407       0.3175       1.6017,     234       3.9046       1.7970       4.1794       0.5359       0.7551,     234       6.0816       2.4018       5.7111       0.5334       1.2627,     234       6.1385       2.0537       7.0993       0.5138       0.7669,     234       4.6337       1.9401       3.1828       0.5933       1.3233
     235       3.1804       2.2753       4.1479       0.8354       0.8300,     235       2.2279       1.6756       2.3638       0.5915       0.7843,     235       3.3924       2.2182       4.3477       0.2591       0.4505,     235       8.3959       2.5042       4.9133       0.2627       1.5079,     235       3.4314       2.0306       2.5004       0.4803       0.5109,     235       5.2055       1.9367       5.0936       0.6897       1.7068,     235       4.5261       1.9493       5.0842       0.3379       0.4449,     235       3.5404       2.2225       4.9952       0.5635       1.3201,     235       4.7554       2.5052       5.8776       0.5045       0.3791,     235       4.1043       1.9598       3.0742       0.7104       1.1152
     236       3.1520       2.0265       4.6964       0.3485       0.4511,     236       2.3718       2.1057       2.3215       0.4547       1.1163,     236       3.2094       2.0987       4.9061       0.2538       0.7938,     236       7.9875       2.2723       4.7639       0.4752       1.5747,     236       2.5604       1.7869       1.7187       0.8594       1.0897,     236       4.6527       2.3163       7.3436       0.4655       1.2415,     236       2.8784       1.7810       4.8486       0.3208       0.7424,     236       3.6212       2.0669       3.3302       0.7794       1.2237,     236       4.6145       2.5984       6.8229       0.5480       0.7866,     236       3.4610       1.6481       2.8120       0.5142       1.2531
     237       2.2227       1.9565       5.0674       0.3956       0.5502,     237       2.3504       1.6112       2.4822       0.5690       0.4820,     237       2.1347       1.8938       3.9638       0.4124       0.2975,     237       6.9739       2.2521       5.7189       0.4523       1.7590,     237       3.5928       1.5781       2.8124       0.8524       1.8544,     237       4.0338       2.1291       6.6598       0.4563       1.3157,     237       4.3667       2.0364       4.6692       0.3636       0.4294,     237       4.1033       2.1915       3.0092       0.7937       1.4779,     237       4.6697       2.3648       5.4433       0.4195       0.9613,     237       4.1709       1.8428       3.2227       0.4566       1.3973
     238       1.7599       2.2463       5.4527       0.5765       0.5000,     238       2.2762       1.9446       2.4025       0.5939       1.2827,     238       2.9343       1.8090       3.4472       0.3635       0.4275,     238       7.4204       2.3340       5.4778       0.4078       1.5976,     238       3.2459       1.7861       2.7748       0.5993       1.1993,     238       4.9256       2.5703       7.3315       0.8788       1.5156,     238       3.9936       1.9292       4.3106       0.8128       1.3117,     238       4.4776       1.6777       3.4234       0.5312       1.3473,     238       5.8675       2.5118       5.2749       0.5266       0.9299,     238       3.5976       1.6762       2.7539       0.6929       1.1557
     239       1.8105       2.0574       5.1006       0.6853       0.5549,     239       2.1456       1.7563       1.5746       0.4039       0.6172,     239       2.6898       2.0233       2.9030       0.4608       0.4888,     239       6.8195       2.4366       4.8423       0.5435       1.5764,     239       3.2020       1.8690       1.7120       0.4360       0.9084,     239       6.9577       2.1892       7.4204       0.4418       1.5694,     239       3.9768       1.7097       4.4740       0.4315       0.8752,     239       3.9398       1.8622       3.4836       0.5283       0.9005,     239       4.6170       2.2254       5.7885       0.5929       1.3538,     239       4.2170       1.8311       2.7093       0.6023       1.1281
     240       1.9836       2.3363       5.6363       0.7554       1.6096,     240       2.1834       1.7527       2.3810       0.3025       0.7242,     240       1.7682       1.8333       2.1616       0.2465       0.5553,     240       6.5415       2.0495       5.2420       0.2209       1.1460,     240       2.8142       2.0006       1.8218       0.8485       0.8797,     240       5.7046       2.4424       6.6911       0.5464       1.4623,     240       3.3323       1.8683       5.2978       0.2766       0.6721,     240       6.9119       1.9387       5.0489       0.4501       1.2846,     240       4.2567       2.2654       5.6233       0.4707       1.1488,     240       3.9136       1.9000       2.6177       0.3251       0.9425
     241       1.7602       2.0310       5.6020       0.4637       1.1462,     241       2.1588       1.6188       2.8250       0.2448       0.5022,     241       1.3004       2.1873       1.6610       0.2759       0.4176,     241       5.8115       2.0074       4.2434       0.4057       1.4134,     241       3.2062       1.9054       1.4353       0.7310       0.8190,     241       5.8427       2.1039       7.1502       0.6157       1.3771,     241       5.8422       1.8554       6.0457       0.8423       1.3880,     241       7.1888       2.1201       6.7341       0.3636       1.2646,     241       3.9530       2.2366       5.0591       0.4200       1.4324,     241       4.3715       1.5612       2.6268       0.5189       0.8962
     242       1.9479       2.1967       6.0166       1.0729       2.2649,     242       2.2869       1.7840       2.4570       0.4035       0.4585,     242       1.3019       2.0330       2.6133       0.3865       0.6780,     242       6.9251       2.0193       4.3065       0.2916       1.3368,     242       3.2011       1.6733       1.8688       0.3363       0.6899,     242       6.0659       2.4039       7.6720       0.4256       1.5397,     242       3.8844       1.8006       4.6162       0.4099       0.7778,     242       6.6018       2.0594       6.6992       0.3594       1.2099,     242       3.9993       2.2312       6.0399       0.6840       0.7017,     242       4.0468       1.5295       2.9533       0.3384       0.9592
     243       1.9758       2.1646       6.1517       0.4230       0.9301,     243       2.4610       1.7457       1.9981       0.3242       0.8512,     243       2.4383       2.0367       3.3281       0.6261       0.9459,     243       6.1854       2.1440       4.8947       0.3712       1.3856,     243       2.7153       2.2389       1.8942       0.2823       0.4978,     243       5.7344       2.2928       7.1340       0.3152       1.5685,     243       5.3080       1.6655       5.1339       0.4226       1.0128,     243       6.9526       2.1318       6.9930       0.4197       0.9095,     243       3.9516       2.0474       4.8027       0.4339       0.4983,     243       5.4764       1.5479       5.0101       0.5922       1.2168
     244       2.1264       2.0996       6.1788       0.7400       1.4745,     244       2.4257       1.5327       2.6994       0.3177       0.8762,     244       2.0078       2.0692       2.9789       0.5147       1.0856,     244       5.7572       1.9660       4.1613       0.4995       1.2198,     244       2.7729       1.8873       2.0588       0.3023       0.4838,     244       6.8585       1.9776       6.0923       0.4182       1.7120,     244       4.6467       1.7272       4.8080       0.5934       0.8984,     244       5.8403       1.6196       7.5725       0.4308       1.2203,     244       4.3480       2.0564       4.3631       0.4037       0.6796,     244       5.3962       1.5972       5.2816       0.2895       0.9354
     245       3.4170       2.1771       5.6777       0.5665       1.7962,     245       2.0787       1.5306       2.6844       0.2568       0.5863,     245       1.9497       1.7368       2.8501       0.5215       0.7394,     245       6.4371       2.0008       5.3036       0.1896       1.4798,     245       3.0998       1.8607       2.4658       0.4681       0.2705,     245       6.6113       1.8186       7.5349       0.5517       1.7312,     245       5.0178       1.7990       4.3805       0.4535       0.5497,     245       7.5083       1.8192       7.1264       0.5665       1.8500,     245       4.8190       2.0347       5.1448       0.3658       0.9816,     245       4.1157       1.5944       5.7584       0.4583       1.0750
     246       2.4423       2.1828       5.2143       0.6408       1.4525,     246       2.0023       1.7033       2.4607       0.4656       0.8762,     246       1.9913       2.0512       3.4104       0.3400       0.5638,     246       5.6570       1.9745       4.4160       0.2830       1.2978,     246       3.5009       2.0244       3.2028       0.8808       1.9872,     246       6.0405       1.9434       7.3007       0.6995       1.5692,     246       3.5493       1.7456       4.2777       0.6920       0.9115,     246       7.8160       2.0808       8.3543       0.4862       1.0400,     246       4.0854       1.8289       4.2326       0.3867       1.0450,     246       4.8730       1.7243       5.1465       0.3705       0.9913
     247       2.5857       2.2666       5.7072       0.5881       1.5152,     247       2.5761       1.4079       2.6096       0.6555       0.7932,     247       1.9173       2.4098       4.0028       0.2978       0.6351,     247       6.5060       2.2318       5.0501       0.9653       1.2453,     247       3.2654       1.8309       3.1959       0.5215       1.6168,     247       6.4940       1.7793       7.3422       0.3698       1.1571,     247       4.7068       1.7277       4.8580       0.5100       0.8629,     247       4.5913       1.6222       7.5820       0.4152       1.0119,     247       4.8621       1.9670       5.6208       0.3770       0.8898,     247       4.2220       1.5378       5.9197       0.4626       0.7744
     248       3.4853       2.1913       7.0810       0.6721       1.3639,     248       2.5664       1.5380       4.0591       0.4398       0.9424,     248       2.6722       2.4527       3.3928       0.6692       0.4313,     248       7.5241       2.3748       4.8756       0.3874       1.7812,     248       4.3302       1.7476       3.3181       0.5452       0.6189,     248       6.5617       1.8268       6.7626       0.2346       1.4028,     248       5.4153       1.7316       3.9259       0.3938       0.9644,     248       4.8914       1.9523       8.3677       0.5920       1.3163,     248       5.0896       2.0830       4.7850       0.3883       0.4685,     248       5.0308       1.8032       4.7843       0.5056       1.3772
     249       3.3015       2.2448       5.2873       0.5484       1.3158,     249       1.4761       1.6792       3.4717       0.5704       1.0011,     249       2.7354       2.2141       4.3876       0.4838       0.2673,     249       6.9661       2.1430       5.3142       0.5089       1.5896,     249       3.4284       1.6642       3.3353       0.3782       0.5177,     249       6.6553       1.7058       6.9768       0.5977       1.7324,     249       4.7590       1.7955       3.6786       0.3383       0.7113,     249       5.4202       1.7678       7.4884       0.8413       1.6572,     249       5.6817       2.1601       4.9711       0.2757       0.8510,     249       4.4983       1.7406       4.7051       0.6527       0.9971
     250       3.4825       2.0111       4.8515       0.5911       1.3058,     250       1.5401       1.6614       3.6649       0.4535       0.8228,     250       3.6362       2.1010       4.6215       0.4561       0.7492,     250       5.8511       2.1853       4.1760       0.2882       1.2507,     250       3.4510       1.8513       2.7613       0.4569       0.7379,     250       6.2532       1.6614       7.6533       0.5281       1.5717,     250       3.6719       2.1493       3.7306       0.3683       0.2761,     250       5.6835       1.6258       7.8493       0.4214       1.1158,     250       6.2447       2.3729       4.8964       0.7094       0.6857,     250       4.9952       1.6351       4.1568       0.4192       0.8606
     251       4.2050       2.1276       5.6930       0.9091       1.9801,     251       1.8267       1.4876       5.5136       0.3973       0.5143,     251       2.9523       1.9274       3.9422       0.5475       0.8872,     251       5.7603       2.4483       4.9484       0.3177       1.4591,     251       3.4648       1.7815       2.7886       0.6611       0.5373,     251       5.7558       1.6974       6.9107       0.4869       1.4701,     251       3.2853       1.8379       4.2355       0.4465       0.5014,     251       5.6923       1.7825       6.9765       0.2794       1.0248,     251       6.0828       2.4721       5.3491       0.4106       0.5903,     251       4.4738       1.7445       4.9379       0.2391       1.1416
     252       3.2277       2.1562       5.3578       0.4085       1.0032,     252       2.0092       1.5866       4.9311       0.4227       0.5596,     252       3.1653       2.1041       3.5789       0.3769       0.9635,     252       6.1220       2.3341       4.0225       0.6842       1.6068,     252       3.7886       1.6255       1.8981       0.7458       0.7131,     252       6.2965       1.9171       6.7731       0.3855       1.3114,     252       5.2267       1.9924       4.8663       0.4851       0.7769,     252       5.0870       2.0471       5.8931       0.2886       0.9437,     252       5.4364       2.2604       6.0294       0.5443       1.2035,     252       3.4816       1.6442       3.1461       0.3393       1.0657
     253       3.9175       2.2251       5.1964       0.5972       1.0682,     253       2.8203       1.6279       5.7466       0.6621       0.8070,     253       4.1508       2.5249       4.8028       0.4765       0.6605,     253       6.8839       2.5171       4.2189       0.3448       1.5955,     253       4.4861       1.8123       1.7109       1.0434       1.7850,     253       6.7864       1.7978       7.2099       0.3851       1.3522,     253       4.7931       1.7132       4.7580       0.3967       0.8739,     253       4.2598       2.2894       4.1425       0.7623       1.2490,     253       5.2625       1.8296       5.9402       0.5974       1.2108,     253       5.6653       1.6033       4.9982       0.5999       1.0356
     254       3.8550       2.2402       5.5561       0.7073       1.5440,     254       3.4394       1.5865       5.4759       0.7974       1.1547,     254       4.0237       2.0755       4.2793       0.4087       0.7801,     254       6.6120       2.7741       4.6681       0.4622       1.4096,     254       3.0817       1.7597       1.1248       0.7936       1.5006,     254       5.9750       2.0920       6.7912       0.5019       1.4970,     254       4.1768       1.7627       3.9120       0.5599       1.0559,     254       4.4028       2.1922       5.8244       0.2971       0.9456,     254       4.9500       1.9616       4.8741       0.5233       0.9043,     254       2.8816       1.5400       4.0679       0.4325       0.7936
     255       5.3834       2.5551       4.8615       0.3453       1.5404,     255       2.5178       1.6557       5.2267       0.8453       1.1266,     255       2.9725       2.4033       3.6059       0.6242       0.8099,     255       6.0847       2.6377       4.2950       0.5092       1.4061,     255       3.4823       1.8868       1.2687       0.6460       0.8665,     255       5.7125       1.9427       6.9196       0.2865       1.3439,     255       3.9173       1.8429       4.4966       0.6683       0.5049,     255       2.3723       2.0440       6.0146       0.5503       1.4558,     255       6.7205       2.0825       5.3803       0.4234       0.8373,     255       3.7263       1.5597       4.4333       0.3372       0.7711
     256       5.3522       2.7895       6.0900       0.6655       1.6756,     256       2.4416       2.1025       5.0069       0.4196       0.4933,     256       1.8206       2.5085       4.2876       0.2871       0.4931,     256       6.2909       2.4368       3.9404       0.9227       2.1861,     256       3.6251       2.1018       2.5825       0.6707       0.4752,     256       6.7016       1.8173       7.0333       0.4849       1.4561,     256       5.0108       1.9648       5.0082       0.3810       0.9280,     256       4.3019       2.2563       5.0943       0.3112       0.9380,     256       6.8731       2.5599       5.3506       0.6763       0.9504,     256       4.5383       1.7564       3.9002       0.3746       1.0952
     257       4.2160       2.2766       4.2541       0.5442       1.2091,     257       2.4463       1.9261       4.9801       0.4069       0.7234,     257       2.2072       2.3652       2.5320       0.3780       0.4766,     257       5.5837       2.7093       3.8667       0.5596       1.5515,     257       3.0009       2.0237       2.4382       0.6549       0.6096,     257       5.7927       1.6348       6.2263       0.2763       1.2993,     257       5.3406       1.7077       4.8221       0.3720       0.7866,     257       3.3954       2.1147       4.7853       0.4411       1.1084,     257       5.3391       2.2680       5.0462       0.2854       0.5883,     257       4.4152       1.7070       3.8499       0.3451       0.9850
     258       3.4019       2.0895       5.5378       0.4830       1.0952,     258       2.5535       1.9852       4.4538       0.5790       0.4963,     258       2.2353       2.3088       2.9554       0.8850       1.0676,     258       6.8340       2.7330       5.1257       0.3939       1.6494,     258       2.6645       1.9433       2.6581       0.9479       1.0270,     258       6.9325       1.9201       6.5639       0.3278       1.7269,     258       4.8731       2.0039       3.4523       0.5213       0.8824,     258       3.1421       2.2309       4.7444       0.4829       1.0641,     258       4.9497       1.8997       4.6005       0.4319       0.2821,     258       4.2011       1.6180       4.2155       0.3741       0.9888
     259       2.5667       2.3678       5.0457       0.2922       0.9373,     259       2.1376       1.9740       4.6705       0.4383       0.5258,     259       2.8594       2.2928       3.9256       0.3824       0.5332,     259       7.6061       3.0025       4.7310       0.2519       1.3033,     259       3.4941       1.7319       1.2599       0.6717       0.7407,     259       6.9251       1.6336       7.7008       0.5792       1.8186,     259       3.8907       1.7024       3.5864       0.4692       0.5897,     259       2.4501       2.4972       5.3432       0.5048       0.9547,     259       5.8725       1.9269       5.4718       0.8601       0.7976,     259       4.3340       1.4011       4.5547       0.2688       0.9177
     260       2.1878       2.3266       4.1226       0.4414       1.1852,     260       2.3218       1.7868       5.5184       0.3901       0.6154,     260       1.2362       2.1243       5.2786       0.5129       1.0521,     260       6.6630       2.7936       3.9910       0.5289       1.6596,     260       2.8415       2.0845       1.8702       0.7564       0.5945,     260       6.3275       1.8038       6.0610       0.3063       1.2731,     260       4.7516       2.1947       5.0652       0.4252       0.6382,     260       2.9887       2.2458       4.5634       0.8968       1.5170,     260       5.6156       1.6574       4.6978       0.6601       0.8469,     260       3.4634       1.7978       3.3379       0.6504       1.3429
     261       3.4628       2.3175       4.3542       0.4988       1.7099,     261       2.9015       2.0275       3.6766       0.4126       0.5236,     261       1.6059       2.8825       5.4264       0.1838       0.6131,     261       6.0310       2.3995       4.5881       0.7614       1.2933,     261       2.5962       2.0901       2.1758       0.4144       0.3459,     261       5.8204       1.7991       6.2349       0.5421       1.4612,     261       4.5304       2.3224       4.7030       0.3731       0.7314,     261       2.2636       2.3939       4.7148       0.5720       1.5003,     261       5.5749       1.5063       6.5986       0.7393       1.0993,     261       4.2294       1.6524       2.5623       0.3168       1.3222
     262       3.6680       2.5727       5.1146       0.4688       1.0525,     262       2.2344       1.7477       2.6582       0.4176       0.8937,     262       1.5764       2.3624       4.4198       0.3371       0.4381,     262       7.0336       2.4073       5.8741       0.2640       1.8632,     262       2.6736       2.3370       2.2255       0.8556       0.5792,     262       5.6204       1.5841       6.0493       0.4289       1.4216,     262       4.9626       1.9172       4.6278       0.5706       0.9123,     262       2.5441       2.1115       5.0838       0.6705       0.8680,     262       5.2401       1.7448       5.2969       0.3925       0.6148,     262       2.4515       1.5180       2.6141       0.5948       1.7037
     263       3.8143       2.2513       5.9204       0.6017       1.2692,     263       2.0887       1.7408       2.6976       0.5748       0.7214,     263       2.6234       2.6428       6.7394       0.5530       0.8498,     263       5.9763       2.6009       5.3449       0.5474       1.4421,     263       2.6977       1.8708       3.9056       0.7180       0.5443,     263       6.2158       1.7574       6.7690       0.4115       1.6097,     263       5.2984       2.2050       3.2329       0.4860       0.6480,     263       2.7598       1.9653       6.1510       0.5132       1.3045,     263       5.3997       1.5569       4.5202       0.4866       0.6627,     263       2.4287       1.8920       2.5610       0.6538       1.0496
     264       3.5641       2.2748       4.2393       0.4271       1.0478,     264       2.6554       1.8805       4.0980       0.3994       0.4629,     264       1.4042       2.7547       2.8716       0.3223       0.6388,     264       6.1333       2.9452       6.5024       0.6560       1.5827,     264       2.8083       2.0682       3.4897       0.5711       0.4250,     264       6.1001       1.8720       7.8391       0.3005       1.3513,     264       4.4385       2.1192       5.2766       0.3842       0.5848,     264       2.5616       1.9283       4.6495       0.6503       1.2740,     264       5.9382       2.0241       4.8825       0.3730       0.6266,     264       2.1220       1.9159       2.7095       0.7655       1.8352
     265       3.4790       2.0948       5.7486       0.3202       0.9735,     265       2.0687       2.1314       3.6604       0.3260       0.6002,     265       1.4117       2.3202       4.6504       0.5994       0.8147,     265       6.0166       2.3432       5.8261       0.4316       1.2813,     265       3.0213       2.2281       2.9735       1.2338       2.5541,     265       5.0481       2.0011       6.3681       0.4362       1.4723,     265       3.8092       1.8962       4.8433       0.4768       0.7707,     265       2.9534       1.9758       5.4710       0.3531       0.9483,     265       5.8233       1.6566       5.8494       0.6881       1.0717,     265       2.0798       1.7929       2.7536       0.5499       1.4412
     266       5.4834       2.0622       7.4009       0.6055       1.6510,     266       1.9152       1.7378       3.6641       0.3337       0.3731,     266       1.6604       2.4755       3.4654       0.3021       0.7802,     266       5.3357       2.6078       6.1860       0.5009       1.2361,     266       3.1620       2.2398       3.2468       0.7669       0.7411,     266       5.2684       1.7533       6.8870       0.5261       1.4227,     266       4.4813       1.8496       4.1350       0.7937       0.7566,     266       2.7804       2.3886       5.6759       0.4641       1.2673,     266       5.0419       1.5441       4.2361       0.5887       0.7233,     266       2.2560       1.9085       2.2990       0.4641       1.6341
     267       3.8661       2.2772       6.0471       0.5627       1.1840,     267       1.6590       1.4933       4.5562       0.7766       0.4188,     267       2.3266       2.1902       3.5223       0.3340       0.7371,     267       5.5833       3.0259       5.6681       0.4570       1.3075,     267       4.1206       2.4875       3.2264       1.0219       1.4038,     267       5.3540       1.5630       5.7216       0.4528       1.4076,     267       3.8834       1.7932       4.5784       0.6605       1.0318,     267       1.8879       2.0952       5.2807       0.6059       1.2250,     267       4.4031       1.9665       3.8427       0.2003       0.4795,     267       3.1827       1.6547       3.7398       0.2532       1.4867
     268       3.4495       2.0584       6.2052       0.4733       1.1085,     268       2.1136       1.6640       3.3743       0.7577       1.0497,     268       1.9167       1.9641       3.2197       0.5769       0.8296,     268       5.9710       2.4479       6.2011       0.4884       1.3977,     268       3.0055       2.4141       2.8997       1.0047       1.9969,     268       5.7705       1.7490       5.9027       0.4192       1.4777,     268       5.1690       1.6562       5.2596       0.8160       1.1046,     268       2.5384       2.0207       5.5687       0.5446       0.8504,     268       4.8191       2.1909       3.5460       0.7805       0.9226,     268       3.2363       1.5962       2.4817       0.3096       1.3998
     269       4.6099       2.0333       6.7882       0.4281       1.2427,     269       3.4166       1.5465       5.3218       0.5425       0.8763,     269       1.4930       2.1400       1.9482       0.2719       0.4563,     269       5.2619       2.3576       5.5930       0.5003       1.1422,     269       3.7462       2.6665       3.9801       1.4068       2.6682,     269       6.3989       1.6986       4.7679       0.3395       1.3308,     269       3.7451       1.3898       4.7023       0.6224       0.6529,     269       2.8771       2.0680       4.8478       0.5849       1.2084,     269       4.9043       1.9422       5.4188       0.7220       1.1413,     269       3.1318       1.6468       2.6561       0.6016       1.6368
     270       3.9424       2.1355       5.5257       0.2791       0.4777,     270       2.9364       1.7434       5.0794       0.3548       0.5476,     270       1.4031       2.3482       1.4645       0.5251       0.5574,     270       7.3177       2.4129       6.7208       0.5907       2.2260,     270       4.0476       2.5295       3.4488       1.3875       2.1062,     270       6.9183       1.6959       5.7517       0.2385       1.4698,     270       4.5138       1.5499       3.8926       0.4465       0.6228,     270       2.0337       2.0091       5.8665       0.5656       1.2033,     270       5.4584       1.6776       4.2696       0.3999       0.6565,     270       2.6101       1.9951       2.6094       0.2750       1.1707
