#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
      11       1.8059       0.2847       1.3778       0.7569       1.1737,      11       1.8356       0.2969       1.5380       0.7189       1.1692,      11       1.8253       0.2825       1.4285       0.9024       1.1362,      11       1.9126       0.3167       1.4426       0.7514       1.1392,      11       1.8314       0.3051       1.5521       0.8525       1.1407,      11       1.8476       0.2914       1.2597       0.6970       1.0283,      11       1.8887       0.2957       1.5324       0.7111       1.2297,      11       1.8327       0.2710       1.3486       0.7619       1.0466,      11       1.8654       0.2993       1.3751       0.8351       1.2947,      11       1.8404       0.2983       1.6337       0.8575       1.2261
      12       2.0372       0.7508       2.1108       0.7865       1.4473,      12       2.0148       0.6967       1.9146       0.8432       1.6652,      12       1.7410       0.6456       1.7807       0.6985       1.1103,      12       2.0149       0.6161       1.8749       0.6017       1.6436,      12       1.8421       0.6739       2.3198       0.6390       1.1373,      12       1.8088       0.6330       2.0459       0.3408       1.1943,      12       1.7944       0.7459       1.9085       0.7363       1.4775,      12       2.1777       0.6740       2.1234       0.7963       1.3411,      12       1.8030       0.6484       2.0213       0.8040       1.5584,      12       1.7938       0.6255       1.9741       0.6471       1.1061
      13       2.2480       0.8758       1.7806       0.5169       1.3450,      13       1.9657       0.6248       1.6996       0.6368       1.2490,      13       2.0661       0.6793       2.1319       0.6736       1.5824,      13       2.3259       0.8847       1.7716       0.4643       1.2394,      13       2.2901       0.8000       2.0739       0.6469       1.4086,      13       1.9064       0.6322       1.9683       0.7106       1.4044,      13       2.0733       0.6850       2.1223       0.7011       1.5447,      13       2.1406       0.6992       1.9904       0.7569       1.6550,      13       1.9458       0.7078       2.0163       1.1190       1.7498,      13       2.0866       0.7300       1.6239       0.6269       1.2049
      14       2.3881       0.9774       2.2491       0.8932       1.4654,      14       1.8278       0.6019       1.4544       0.8228       1.4152,      14       2.3101       0.8227       2.2287       0.6405       1.5475,      14       2.5344       0.9934       1.3598       0.3966       1.0343,      14       2.2248       0.8421       2.1418       0.5033       1.3102,      14       1.9845       0.6127       1.7919       0.4936       1.3287,      14       1.7437       0.7490       1.8289       0.5056       0.9964,      14       1.9397       0.8271       2.0004       0.7282       1.2732,      14       2.4070       0.9025       1.9957       0.8124       1.5730,      14       2.3081       0.7249       1.9731       0.8339       1.6070
      15       2.4342       0.9452       1.9612       0.4760       1.1736,      15       1.5962       0.7262       1.5549       0.7586       1.0444,      15       2.1687       0.8336       2.2632       1.1049       1.7541,      15       2.5428       1.0079       2.1465       0.4864       1.0337,      15       2.2357       0.9233       1.8479       0.7212       1.4625,      15       1.9707       0.6820       1.8615       0.3864       1.0849,      15       1.8657       0.7567       2.1133       0.4876       1.1573,      15       2.0466       0.8437       2.1597       0.9056       1.5446,      15       2.3206       0.7269       1.7086       0.8769       1.4946,      15       2.3420       0.8700       2.2531       0.3957       1.3011
      16       2.1667       1.0181       1.7829       0.5328       1.4277,      16       2.0931       0.6668       2.0605       0.8172       1.2667,      16       2.0276       0.7749       2.2569       0.4493       1.3746,      16       2.5898       0.9046       1.7986       0.6331       1.1538,      16       2.0567       0.9411       1.6829       0.3118       1.2680,      16       2.2682       0.7750       1.6867       0.7225       1.2086,      16       1.9340       0.8945       2.1140       0.5967       1.5223,      16       2.1302       0.9075       1.8141       0.8021       1.3951,      16       2.4642       0.8930       1.7972       1.2061       1.8054,      16       2.5949       0.8393       1.9322       0.5166       1.4431
      17       1.6363       1.0892       2.0089       0.6979       1.2694,      17       2.5134       1.0964       1.9564       0.6636       1.1709,      17       2.0661       1.0777       1.7203       0.6560       1.1838,      17       2.8258       1.1289       2.5800       0.8318       1.6888,      17       1.5159       1.2055       1.5356       0.3361       0.8615,      17       2.9807       0.9549       2.3787       0.8189       1.1120,      17       3.3168       1.2862       2.9820       0.6754       1.0734,      17       1.6999       0.9931       1.8070       0.7513       1.2735,      17       2.0835       0.9783       1.6204       0.5598       1.0375,      17       2.4128       1.0053       1.3719       0.6627       0.8937
      18       1.6825       1.1026       2.0361       0.4609       0.6760,      18       3.1548       1.0507       2.2176       0.3622       0.7276,      18       2.6890       1.1694       1.6024       0.3035       0.5407,      18       2.3899       1.1614       1.7490       0.4839       1.2034,      18       1.7410       1.0688       1.7386       0.4714       0.9825,      18       2.7189       1.1454       2.3947       0.8262       1.1106,      18       2.0478       1.2180       1.7018       0.5109       0.9791,      18       2.3983       1.3259       1.8866       0.7342       0.9017,      18       2.4875       1.0104       1.9559       0.5787       1.0292,      18       3.3355       1.0297       1.3262       0.4837       0.8598
      19       1.8377       1.0620       0.8420       0.5021       0.6662,      19       3.1404       1.0276       2.1717       0.6419       0.8785,      19       1.9153       1.3186       0.9599       0.4095       0.5106,      19       2.7525       1.1006       2.3714       0.3324       0.8724,      19       2.3202       1.1565       1.6822       0.5564       0.8747,      19       3.1986       1.2970       2.1507       0.5042       0.9631,      19       2.7180       1.2383       2.3608       0.4964       0.7072,      19       2.1121       1.3441       1.3118       0.6700       0.8390,      19       2.0714       1.0525       1.0914       0.4358       0.7196,      19       2.9270       1.0793       1.6507       0.7928       1.2390
      20       2.1145       1.0801       2.1285       0.3683       0.5575,      20       3.7287       1.2844       2.2759       0.4703       0.7368,      20       2.2092       1.1301       1.0034       0.3880       0.5613,      20       2.3587       1.1435       1.7112       0.4951       1.0564,      20       2.9601       1.3818       1.9710       0.7605       1.1218,      20       3.3757       1.4292       2.4459       0.4595       0.7313,      20       3.6199       1.4219       2.0848       0.5838       0.8850,      20       2.0691       1.2621       1.1741       0.3103       0.6388,      20       2.1662       1.3813       2.0171       0.5229       0.8003,      20       2.5263       1.1023       1.7236       0.7419       0.9876
      21       3.2823       1.1251       1.7587       0.4740       0.6214,      21       3.2659       1.0529       2.1780       0.6735       0.8467,      21       1.6060       1.1769       0.9322       0.5445       0.8634,      21       2.6062       1.1525       1.8218       0.6669       0.8219,      21       2.3459       1.1033       1.1729       0.3121       0.5589,      21       3.0327       1.3814       2.0313       0.7853       1.0953,      21       3.6090       1.0741       2.2067       0.5427       0.6589,      21       2.2345       1.3231       1.2632       0.2713       0.4997,      21       2.6248       1.4127       1.8065       0.2685       0.8382,      21       2.3816       1.0850       1.5524       0.8876       1.1526
      22       3.0423       1.0790       1.7469       0.5561       0.6941,      22       3.4622       1.0212       2.3373       0.3686       0.7921,      22       1.6319       1.3014       1.1172       0.7488       0.6255,      22       2.5023       1.2882       2.4380       0.5518       0.7111,      22       2.8880       1.2835       1.3423       0.3227       0.7991,      22       2.8359       1.2467       2.2137       0.7672       1.2561,      22       3.9009       1.4208       2.1897       0.2557       0.4571,      22       2.3256       1.2540       0.7903       0.3025       0.3795,      22       2.4095       1.1306       2.1935       0.4269       0.6171,      22       2.8588       1.1712       1.8593       0.5810       0.7141
      23       3.7160       1.3151       2.2015       0.4336       0.6898,      23       4.3517       1.1272       1.9808       0.7755       1.0062,      23       1.8707       1.2063       0.7515       0.4015       0.5253,      23       2.0999       1.3691       2.3332       0.5040       0.8836,      23       2.5377       1.4973       1.9253       0.6952       1.3947,      23       3.0387       1.5379       2.2680       0.5247       0.6955,      23       3.2811       1.3813       1.8861       0.4287       0.5824,      23       2.0085       1.3284       1.0193       0.2636       0.3414,      23       2.8818       1.1961       1.8342       0.5308       0.7634,      23       3.3372       1.2813       1.8139       0.3241       0.4424
      24       3.2064       1.0865       1.9885       0.7855       1.0182,      24       3.9164       1.2172       2.8630       0.9263       1.5774,      24       2.0214       1.1694       0.9594       0.3539       0.4305,      24       2.6377       1.2180       2.6939       0.1894       0.3977,      24       2.4685       1.2800       1.7384       0.7264       1.8359,      24       2.9208       1.3154       1.5466       0.3465       0.2862,      24       2.2488       1.2122       1.8155       0.6403       1.1636,      24       2.4985       1.2869       1.0638       0.3575       0.4620,      24       2.6269       1.2437       1.6953       0.3669       0.6015,      24       3.4826       1.3900       1.6894       0.2799       0.4891
      25       3.4432       1.0470       2.1915       0.3088       0.6579,      25       4.1414       1.2724       2.7633       0.6956       0.9497,      25       2.6954       1.2424       1.1381       0.2812       0.4648,      25       2.3496       1.4555       2.5512       0.5231       0.8201,      25       2.8902       1.3117       2.1827       0.6987       1.6795,      25       1.6422       1.2873       1.8608       0.3213       0.5524,      25       2.2721       1.3067       1.8775       0.4492       0.8160,      25       3.2388       1.3303       1.5975       0.5368       0.2609,      25       2.5256       1.1718       2.0530       0.6771       1.0433,      25       2.2761       1.2630       0.8414       0.4731       0.3674
      26       3.8897       1.1390       2.0190       0.5440       0.8811,      26       3.9836       1.2176       1.9457       0.9114       1.2410,      26       1.8348       1.3466       1.1591       0.5143       0.6263,      26       2.3442       1.3540       2.6705       0.4100       0.6894,      26       2.6628       1.3728       1.8185       0.7973       1.7492,      26       2.9696       1.1563       1.9876       0.5471       0.8485,      26       2.5602       1.4393       1.3397       0.3845       0.6931,      26       3.1886       1.3501       2.1530       0.5801       0.7493,      26       2.2751       1.3043       1.6146       0.3670       0.6744,      26       2.8352       1.3202       1.6206       0.3979       0.4910
      27       2.6402       1.0376       2.0597       0.5777       0.7694,      27       4.1598       1.3549       2.5844       0.6617       1.0312,      27       2.0438       1.1295       0.7407       0.4774       0.4649,      27       2.8728       1.3265       2.6493       0.4837       0.5983,      27       2.1133       1.3808       1.8030       0.7073       1.4923,      27       3.2530       1.3333       2.2591       0.5565       0.8488,      27       2.0908       1.3526       1.4405       0.6108       1.0132,      27       2.8043       1.4121       1.8889       0.5565       0.6680,      27       2.4996       1.1774       1.6108       0.7608       1.2902,      27       2.5650       1.2976       1.6015       0.3913       0.6458
      28       3.0622       1.0189       1.7693       0.4557       0.8921,      28       4.0763       1.5103       2.4495       0.9515       1.4846,      28       2.3738       1.2956       1.2277       0.2633       0.4847,      28       2.2491       1.4096       2.3632       0.4029       0.4588,      28       2.1968       1.3693       1.9011       0.8065       1.9114,      28       2.8041       1.4281       1.8660       0.5458       0.8957,      28       1.5200       1.3634       1.3284       0.6203       1.0308,      28       2.5521       1.5896       2.4231       0.5779       0.5662,      28       2.2984       1.1624       2.3957       0.6299       0.8223,      28       2.4862       1.4687       2.2028       0.3183       0.4457
      29       3.2732       1.0930       2.5886       0.4772       0.9881,      29       3.4447       1.6302       2.1474       0.4105       0.7812,      29       1.4659       1.1555       0.6625       0.4350       0.3605,      29       2.2333       1.4376       2.5392       0.2089       0.7332,      29       1.9976       1.5005       1.8851       0.8611       1.8602,      29       3.0080       1.3660       1.6668       0.3832       0.5422,      29       1.9060       1.3672       1.1527       0.6758       1.1508,      29       2.4332       1.3158       1.7110       0.2930       0.3505,      29       2.5964       1.5036       2.0394       0.8526       0.9962,      29       3.0404       1.4827       2.1369       0.4425       0.7357
      30       3.0188       1.2400       2.5149       0.3860       0.6107,      30       4.4880       1.6037       2.7714       0.6594       1.0878,      30       1.2669       1.2449       0.8632       0.4865       0.7721,      30       3.1754       1.4646       2.2994       0.4999       0.6330,      30       2.0925       1.6291       1.8218       0.5515       1.5936,      30       2.8212       1.5008       2.2159       1.1220       1.1687,      30       2.0013       1.3021       1.6844       0.6461       0.9855,      30       2.0088       1.4540       0.7684       0.3626       0.6693,      30       2.3733       1.3617       1.9480       0.5464       0.9795,      30       3.0814       1.5615       2.5608       0.5242       0.6937
      31       3.3032       1.5002       2.0666       0.7755       0.8969,      31       4.1371       1.6866       1.8868       0.2427       0.6566,      31       1.1227       1.2494       1.0635       0.3393       0.4338,      31       3.1077       1.4301       2.5348       0.4967       0.6689,      31       1.7621       1.3715       1.9253       0.7398       1.4329,      31       3.9132       1.7423       3.1327       0.5776       1.2090,      31       2.1538       1.3167       1.6992       0.6479       1.0856,      31       2.2432       1.4219       1.3978       0.4230       0.8157,      31       2.7261       1.1157       2.0676       0.5178       0.7039,      31       3.1149       1.5041       2.9013       0.4300       0.4234
      32       2.6101       1.2928       2.1229       0.4139       0.6538,      32       4.7045       1.4265       3.0695       0.4465       1.1928,      32       1.5371       1.3247       0.9953       0.3320       0.4826,      32       2.8936       1.3536       2.4759       0.6885       1.2503,      32       2.8994       1.5831       1.8135       0.8041       1.5052,      32       2.6593       1.3168       1.8792       0.2913       0.4414,      32       3.4335       1.3807       2.3074       0.7271       1.2658,      32       2.3306       1.6036       1.2379       0.4417       0.3468,      32       2.4977       1.2259       1.7360       0.5628       0.8596,      32       2.3088       1.4343       2.3714       0.2465       0.1822
      33       2.4455       1.2084       1.4622       0.6952       0.7807,      33       4.3597       1.5299       2.0609       0.7391       0.9498,      33       1.9952       1.2703       1.2815       0.3915       0.6619,      33       1.9730       1.3767       2.5333       0.6545       0.8600,      33       2.8882       1.5844       2.2408       0.8315       1.8308,      33       2.5820       1.3859       2.0292       0.5457       0.7048,      33       3.5121       1.1142       2.3251       0.2892       0.5987,      33       2.4825       1.6254       1.8993       0.5488       0.2998,      33       2.5117       1.2339       1.7314       0.6686       0.8878,      33       2.8142       1.5376       2.5207       0.5354       0.8573
      34       3.2697       1.4114       2.0081       0.4751       0.6250,      34       4.1137       1.8543       1.9795       0.4065       0.4556,      34       1.7198       1.2795       0.9946       0.3659       0.5901,      34       2.8759       1.4620       2.7783       0.4683       0.4635,      34       3.1337       1.6659       2.4213       0.8070       1.9193,      34       2.5906       1.3296       2.1233       0.7122       0.5689,      34       3.4358       1.3520       2.7490       0.6519       0.8766,      34       2.5773       1.7258       2.5642       0.4787       0.5953,      34       2.8572       1.4126       2.1627       0.6376       0.8534,      34       2.7431       1.5573       2.2559       0.3865       0.4840
      35       2.5756       1.3121       2.0641       0.6405       0.8632,      35       4.2818       1.8276       2.4556       0.5014       0.9996,      35       1.5769       1.2279       0.7893       0.4244       0.4100,      35       2.7479       1.4577       2.0958       0.6739       0.8200,      35       3.3459       1.6724       1.9729       0.6316       1.2514,      35       4.2735       1.7249       3.4855       0.2864       0.9143,      35       4.0554       1.3643       2.7193       0.4829       0.6479,      35       2.5464       1.9309       2.0995       0.7392       0.6224,      35       2.8218       1.3920       1.8287       0.5998       1.0224,      35       2.7136       1.5146       2.3574       0.3672       0.3910
      36       2.8700       1.2961       1.9529       0.6712       0.7502,      36       4.1986       1.9650       2.1375       0.5655       0.7174,      36       1.9186       1.3403       1.2743       0.7641       0.8742,      36       2.4821       1.5334       2.5614       0.6546       0.6732,      36       4.3467       1.6543       3.1756       0.8119       1.8058,      36       2.2109       1.6524       2.1754       0.5017       0.6014,      36       4.2931       1.4793       3.3750       0.8020       1.0021,      36       1.9325       1.6304       1.5771       0.3381       0.4051,      36       2.7621       1.4061       1.5475       0.5106       1.0534,      36       2.5384       1.7544       2.5043       0.2192       0.2076
      37       2.8228       1.2835       2.5510       0.6732       0.9823,      37       3.8235       1.3283       2.0615       0.2955       0.3670,      37       1.3450       1.2900       2.2466       0.3507       0.3702,      37       2.6121       1.5142       2.6774       0.4454       0.4045,      37       4.2104       1.6192       2.8888       0.5342       0.9206,      37       2.4598       1.5155       2.0176       0.6146       0.7209,      37       3.2654       1.2199       2.9594       0.1980       0.5238,      37       2.4960       1.7293       2.5763       0.3688       0.6605,      37       3.8971       1.4453       1.9011       0.6855       0.7696,      37       2.2271       1.6461       2.5414       0.3486       0.5213
      38       2.4049       1.2276       2.7228       0.6852       1.2868,      38       3.4265       1.4842       2.0673       0.3185       0.5033,      38       1.7830       1.4101       1.5531       0.2604       0.5640,      38       2.7745       1.4920       2.3495       0.5782       0.8720,      38       4.3815       1.8413       2.8852       0.5990       1.0471,      38       2.7120       1.7431       2.2755       0.4108       0.4959,      38       4.1394       1.4705       2.6480       0.7333       0.8156,      38       1.7926       1.7732       2.5387       0.6881       0.3959,      38       4.3197       1.4932       2.2354       0.6364       0.9229,      38       2.7857       1.6309       2.3748       0.4693       0.5292
      39       2.4189       1.4008       2.5019       0.2449       0.6007,      39       3.0833       1.5353       1.7159       0.3457       0.4188,      39       2.1730       1.4402       2.1445       0.4098       0.4441,      39       3.1680       1.4784       2.3137       0.4072       0.3806,      39       5.2671       1.6850       3.8299       0.5527       1.2770,      39       2.4088       1.7120       1.2345       0.4941       0.5917,      39       3.6020       1.5730       2.3035       0.3481       0.5679,      39       2.7240       1.4893       2.2185       0.3909       0.4486,      39       3.3389       1.5908       1.6532       0.7792       0.9136,      39       3.4155       1.6099       2.6310       0.4206       0.6950
      40       2.2996       1.2187       2.6087       0.6681       0.9427,      40       3.6071       1.5489       2.6774       0.5486       0.4724,      40       2.0865       1.4284       1.4271       0.6210       0.5789,      40       2.9314       1.3925       2.2388       0.1785       0.3754,      40       6.0133       1.6462       4.2934       0.5503       1.6061,      40       2.2855       1.5722       2.0100       0.3241       0.6973,      40       4.2549       1.4815       3.1703       0.4517       0.5749,      40       2.4123       1.6291       2.1324       0.6590       0.4030,      40       2.5647       1.2754       1.8805       0.6497       0.8649,      40       2.8516       1.7256       2.5639       0.4140       0.6995
      41       2.7566       1.2898       2.6900       0.6902       1.0694,      41       3.0644       1.5174       3.0422       0.4739       0.4747,      41       1.8292       1.4457       1.5360       0.3300       0.6531,      41       2.6592       1.5960       1.8225       0.2792       0.6474,      41       6.1626       1.9512       4.4029       0.6304       1.3963,      41       1.9430       1.6107       1.7162       0.7338       0.8971,      41       3.4084       1.2944       1.1465       0.5582       0.6498,      41       2.3913       1.7291       1.9951       0.4077       0.4084,      41       3.1957       1.3176       1.2908       0.3616       0.9164,      41       2.4251       1.7005       2.4385       0.5204       0.5117
      42       2.6046       1.3198       2.6573       0.7301       0.8624,      42       2.7212       1.5609       2.1683       0.4757       0.6481,      42       2.0918       1.3278       1.8142       0.7724       0.9020,      42       3.0993       1.5570       2.8150       0.6637       1.2156,      42       6.4281       1.7352       3.8567       0.4768       0.6654,      42       1.8547       1.6290       1.7179       0.4475       0.8891,      42       4.8602       1.3221       2.3731       0.4638       1.1029,      42       2.8756       1.5724       1.6399       0.4518       0.3280,      42       2.9721       1.2459       2.1268       0.4382       0.7982,      42       2.5406       1.6080       2.4835       0.4490       0.4085
      43       2.6395       1.3643       2.6044       0.6985       0.7887,      43       2.7304       1.8032       1.9640       0.2307       0.2987,      43       1.9506       1.5557       1.7820       0.5252       0.6721,      43       2.5833       1.4488       2.2619       0.3871       0.7121,      43       5.8569       1.6673       3.8019       0.8203       1.6859,      43       2.7169       1.7109       1.2030       0.2356       0.5934,      43       3.9949       1.1843       2.0298       0.3480       0.5754,      43       3.1945       1.3438       2.5375       0.3264       0.4591,      43       2.7678       1.2754       1.5478       0.6394       0.8965,      43       2.3120       1.6811       2.5195       0.2539       0.5614
      44       3.6734       1.5350       2.7430       0.7722       0.9268,      44       3.1736       1.8019       1.8409       0.5085       0.4737,      44       1.6699       1.3219       2.2157       0.5783       0.4914,      44       2.9977       1.4611       2.3356       0.2787       0.6011,      44       5.9485       1.6806       3.9755       0.5508       0.8448,      44       2.6595       1.6316       1.9682       0.7730       0.7526,      44       4.6547       1.2446       3.5231       0.4123       0.7599,      44       2.8437       1.3209       2.6642       0.2801       0.5138,      44       3.3811       1.5034       1.8688       0.4854       0.6099,      44       2.6256       1.4672       2.6253       0.4933       0.7272
      45       3.0611       1.3986       2.6884       0.6575       0.8029,      45       3.5513       1.6540       2.5802       0.2866       0.5332,      45       2.2241       1.2545       1.7148       0.3991       0.3747,      45       2.1730       1.5007       2.4179       0.4220       0.6355,      45       5.1130       1.6793       3.0643       0.8460       1.4316,      45       2.5640       1.6214       1.5470       0.3921       0.4192,      45       5.0368       1.3649       3.6195       0.3162       0.5914,      45       3.2583       1.4578       2.2880       0.4233       0.6564,      45       2.9652       1.3336       1.9120       0.2044       0.4193,      45       2.1025       1.6326       2.3588       0.4668       0.4877
      46       2.6028       1.3216       2.8297       0.6924       1.0871,      46       2.8118       1.6673       2.5796       0.2939       0.5713,      46       3.0200       1.2950       1.3318       0.4056       0.3987,      46       2.4759       1.4814       2.4866       0.3972       0.6194,      46       4.7988       1.7516       3.5740       0.9866       1.3455,      46       2.4310       1.5665       2.4794       0.2931       0.9963,      46       4.5891       1.5628       3.6693       0.5581       1.0725,      46       1.5071       1.5032       1.7013       0.6177       0.6891,      46       2.9537       1.4658       1.8638       0.5572       0.7220,      46       2.0671       1.5947       2.4516       0.2470       0.3578
      47       2.5741       1.4854       2.6916       0.4993       0.6041,      47       2.7142       1.5679       2.1723       0.3141       0.4518,      47       3.2092       1.3427       1.8936       0.3397       0.3381,      47       3.0193       1.5616       3.0082       0.3279       0.4810,      47       4.4780       1.5676       3.6622       0.8241       1.6296,      47       2.4877       1.6202       2.3715       0.1436       0.1604,      47       4.7786       1.5352       3.1132       0.3771       1.4677,      47       3.4577       1.5682       1.8136       0.5341       0.4976,      47       2.9466       1.2672       1.5730       0.5263       0.7998,      47       2.7035       1.7762       2.5291       0.5961       0.8347
