#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker,#Frame          GSPT1         CRBN     GSPT1lig      CRBNlig       linker
     288       3.8931       2.2872       6.5440       0.4389       1.2916,     288       2.9688       2.2515       6.9676       0.5617       1.9064,     288       6.4511       2.1450       5.5629       0.5780       1.0913,     288       4.1959       1.8844       6.3969       0.3989       1.4054,     288       3.7675       2.2407       6.2378       0.4160       1.8651,     288       3.2272       1.9855       7.0204       0.7416       1.8041,     288       4.9907       1.9337       5.9798       0.6681       1.5908,     288       2.4790       2.6062       3.7108       0.5024       1.8769,     288       2.3188       2.8491       4.8512       0.4310       1.5035,     288       4.6150       2.2591       7.9459       0.3922       1.4083
     289       3.8323       2.1700       6.4581       0.5478       1.4685,     289       3.6697       2.4857       7.5123       0.3942       1.5705,     289       5.4790       1.7031       5.5910       0.5028       1.4270,     289       3.1155       1.9491       5.5223       0.4657       1.5520,     289       4.1338       2.5034       7.1589       0.4043       1.6049,     289       4.3790       1.8284       6.9137       0.7353       1.8682,     289       3.8841       2.0247       5.6457       0.6913       1.2042,     289       2.7707       2.5454       3.5698       0.5210       1.5909,     289       2.2096       2.8158       4.9806       0.8210       1.8929,     289       3.6936       2.3080       7.1058       0.3591       1.7706
     290       2.4639       1.8379       6.6269       0.4892       1.7262,     290       2.7394       2.1401       7.0683       0.4023       1.5308,     290       4.6891       1.9939       5.4788       1.1515       1.7584,     290       3.6974       1.7803       5.9425       0.7094       1.4083,     290       3.5613       2.6281       6.9744       0.2682       1.4982,     290       4.6590       1.9883       7.0259       0.5933       1.5233,     290       3.1494       2.1885       5.5914       0.9090       1.7870,     290       2.7412       2.4478       4.4794       0.4878       1.8056,     290       2.1296       2.6969       4.6602       0.4302       1.6256,     290       2.5268       2.5981       6.6328       0.4610       1.8563
     291       2.8816       1.7216       6.7354       0.6145       2.1006,     291       2.7331       2.1685       7.0791       0.3618       2.0182,     291       4.1472       1.8485       5.5637       0.5654       1.2689,     291       3.2831       1.8210       5.4145       0.5992       1.7049,     291       3.8357       2.2927       7.3118       0.4971       2.1423,     291       2.7130       1.9509       6.5276       0.5725       1.7855,     291       3.0370       1.9899       5.5048       0.8758       1.6580,     291       2.7730       2.7400       3.4497       0.7432       2.1764,     291       2.3423       2.7370       4.9341       0.6162       1.2585,     291       3.9509       2.1988       7.5514       0.4554       1.6873
     292       2.5357       1.8371       6.0529       0.3961       1.4706,     292       2.4688       2.1627       6.8458       0.3549       1.6043,     292       5.4509       1.4581       5.4671       0.6896       1.3343,     292       2.5954       1.9387       5.4741       0.8767       1.7850,     292       4.5780       2.9700       7.2072       0.4479       1.9896,     292       2.3107       1.7667       6.7512       0.4496       1.7480,     292       3.1561       2.1039       5.2536       0.5311       1.4342,     292       2.4896       2.5950       4.6683       0.5685       1.2554,     292       2.0313       2.2798       5.6782       0.3224       1.2213,     292       4.5549       2.1414       8.1855       0.3971       1.1336
     293       3.0778       2.0688       6.3914       0.4149       1.6534,     293       2.8043       2.3511       6.7452       0.3861       1.6005,     293       3.7010       1.6135       6.0589       0.5523       1.5586,     293       2.7237       2.0523       5.2344       0.5778       1.0931,     293       3.8889       2.5326       6.4110       0.6239       2.0486,     293       3.2557       2.1061       6.0679       0.4648       1.6641,     293       2.6244       1.9505       5.0263       0.3029       1.7278,     293       2.4279       2.6222       4.0782       0.7923       1.5703,     293       2.7469       2.7087       4.6777       0.7228       2.1928,     293       3.8072       2.7634       7.4108       0.3430       1.3999
     294       3.6714       2.1367       6.2287       0.4237       1.9559,     294       3.0640       2.1555       7.0098       0.8074       1.5474,     294       4.6493       1.6921       5.5818       0.9977       1.3775,     294       2.6379       2.1609       4.7500       0.6383       1.7876,     294       4.2137       2.5071       6.4282       0.5300       1.7101,     294       3.2629       2.0439       6.8592       0.2770       2.0656,     294       2.6322       2.0514       5.4330       0.3367       1.3651,     294       2.9044       2.2970       4.2951       0.8348       2.0601,     294       1.9737       2.3447       4.8705       0.6363       1.3594,     294       3.6870       2.5854       7.3050       0.5468       1.8709
     295       3.8405       1.8152       5.9560       0.5285       1.6892,     295       3.1926       2.1665       7.2113       0.8656       2.0406,     295       4.5535       1.8152       5.4500       0.6480       0.8700,     295       2.5088       2.3200       5.3199       0.2865       1.3929,     295       3.0706       2.3021       6.9428       0.4265       1.5264,     295       3.1125       1.9053       7.0564       0.3301       1.2209,     295       2.9428       1.8191       5.7440       0.5120       1.4954,     295       3.3768       2.4599       4.1891       0.8999       2.1101,     295       3.7227       2.4453       4.8762       0.4968       1.1570,     295       3.8122       2.6898       7.6005       0.2665       1.7741
     296       5.0932       2.0520       6.9204       0.5869       1.4961,     296       3.3628       2.1713       6.9469       0.5886       1.6637,     296       5.2119       2.0922       4.8082       0.9599       0.7666,     296       2.6893       2.4964       4.3768       0.4218       1.6431,     296       5.3751       2.2106       6.7936       0.3742       1.9258,     296       3.8021       1.7885       7.0838       0.4598       1.5908,     296       2.5176       1.7950       5.5313       0.4389       1.4721,     296       3.4696       2.6044       3.8170       0.8842       2.2341,     296       2.8498       2.5989       4.4217       0.5227       1.1035,     296       3.7185       2.9984       7.4057       0.5538       1.1993
     297       3.8493       2.0781       6.3299       0.8019       2.1264,     297       3.8157       1.8246       6.6336       0.5700       1.9518,     297       5.5831       2.4506       4.2136       0.5328       0.7412,     297       2.1628       2.3364       5.1018       0.5667       1.5399,     297       5.6107       2.8590       6.1998       0.3435       1.9361,     297       3.6347       1.7601       6.4278       0.5189       1.7224,     297       3.5300       2.2347       5.7984       0.4351       1.3369,     297       3.0833       2.5425       3.9118       0.8249       1.9532,     297       1.7011       2.1000       4.5302       0.4403       1.1151,     297       4.1589       2.5012       7.7442       0.6378       1.1248
     298       2.8371       2.3902       6.1746       0.6858       2.4232,     298       2.9267       2.1320       6.9489       0.3629       2.0907,     298       6.4624       2.2268       3.6645       0.3658       0.4366,     298       2.6385       2.0963       5.5738       0.5554       1.7995,     298       4.3512       2.7950       6.3138       0.3694       1.8615,     298       3.3713       1.9948       6.9059       0.4948       1.6045,     298       4.5114       2.0595       6.3606       0.5183       1.0651,     298       2.7631       3.1026       3.8987       0.3875       1.3412,     298       2.4200       2.6265       4.6203       0.4835       1.7518,     298       2.2409       2.6262       6.9947       0.4784       1.1615
     299       2.4363       1.9937       6.1801       0.4181       1.9978,     299       3.1555       2.1157       6.9311       0.6668       1.6015,     299       6.1381       1.9175       3.5304       0.8023       1.2314,     299       3.2891       2.2105       5.6213       0.6297       1.2494,     299       4.6720       2.4005       6.1344       0.4330       1.6536,     299       4.1072       1.9509       7.0665       0.7510       1.9361,     299       3.8295       2.1142       5.5591       0.6506       1.0736,     299       3.3700       2.8786       4.0413       0.6728       1.6916,     299       3.4665       2.1191       4.6974       0.4358       1.7078,     299       3.2866       3.1109       7.3677       1.2208       2.5770
     300       3.1367       2.1482       6.5201       0.4825       1.6763,     300       2.3301       1.9596       6.3956       0.7241       1.9319,     300       7.2252       1.9091       4.6418       0.6319       1.5276,     300       2.9885       2.3985       5.6780       0.3316       1.4959,     300       5.1271       2.8146       6.0924       0.4721       1.7263,     300       2.1858       2.1091       5.8814       0.3602       1.7966,     300       3.6268       2.8840       5.6005       0.6187       1.4930,     300       3.2688       3.4745       3.9050       0.3707       1.7201,     300       4.7650       2.5597       4.7307       0.5283       1.2298,     300       2.5956       3.0039       7.2071       0.5963       1.5960
     301       2.9196       2.0329       6.4508       0.5404       2.0730,     301       3.1365       1.9719       7.1748       0.6253       1.4853,     301       5.8464       2.1506       8.0543       0.7082       1.7352,     301       2.3898       2.2345       4.9666       0.5722       1.4943,     301       5.4670       2.8264       6.8168       0.4441       1.4158,     301       1.9298       2.0031       6.4893       0.6284       1.8617,     301       3.5710       3.1247       5.3308       0.4600       1.9157,     301       3.6881       2.8064       4.5446       0.4903       1.3955,     301       2.8288       2.1900       4.1989       0.5978       1.5599,     301       3.9945       2.9023       7.0357       0.6123       1.6129
     302       2.5544       1.9507       6.2098       0.5902       2.3362,     302       3.2880       2.2810       6.5676       0.6909       1.6597,     302       4.1312       1.8260       8.3260       0.6659       1.6760,     302       2.6470       1.8618       5.7152       0.6823       1.4077,     302       4.2527       2.9077       6.2941       0.5173       2.1333,     302       3.0718       1.9381       7.6335       0.7294       1.3576,     302       3.5285       2.6762       4.6936       0.2919       1.7944,     302       2.8869       2.8463       3.9822       0.3324       1.1280,     302       2.5366       2.0429       4.2090       0.4378       1.6111,     302       4.1456       3.3983       6.9814       0.5518       2.0885
     303       3.0873       1.9125       6.1575       0.4101       2.0722,     303       3.0249       2.4043       7.5111       0.5789       2.2812,     303       5.1999       1.8764       7.5417       0.6623       1.3828,     303       2.1889       2.1475       5.5383       0.7327       1.9408,     303       3.1629       2.9006       6.1710       0.6717       2.0484,     303       3.6147       1.9062       6.3693       0.7002       1.0651,     303       3.7454       2.3685       5.5009       0.4685       1.7556,     303       3.3301       2.2508       4.4951       0.4729       1.7395,     303       2.3236       2.1697       4.7974       0.5808       1.8988,     303       6.8778       2.6339       7.6390       0.4590       1.2582
     304       2.8612       1.8092       6.1456       0.5514       1.7581,     304       3.8232       2.1543       7.4502       0.4966       1.4968,     304       5.1225       2.0461       6.9943       0.5733       1.6558,     304       2.0962       2.3557       5.5025       0.6701       2.1084,     304       4.3393       2.4577       6.1563       0.5145       2.2494,     304       2.6598       1.8796       6.4096       0.4154       1.0955,     304       3.2586       2.0198       4.5891       0.5947       1.1531,     304       3.5386       2.7506       4.1972       0.4549       2.0154,     304       2.3288       2.3998       4.6530       0.5058       1.6675,     304       5.0289       3.3754       7.6641       1.0738       1.9016
     305       5.0574       1.9444       6.2254       0.7125       2.3457,     305       2.7247       2.1548       7.1119       0.4805       1.5466,     305       4.3017       2.0828       7.6040       0.8447       1.8184,     305       2.4845       2.0191       5.9543       0.5437       1.5531,     305       3.0488       2.4696       6.3427       0.4108       1.7381,     305       2.9481       1.8183       6.2340       0.2520       1.0424,     305       2.7049       1.9144       4.0908       0.3863       1.3343,     305       3.7002       2.6329       4.3387       0.7675       1.1845,     305       3.3585       2.0501       5.1153       0.5990       0.9418,     305       7.8105       2.9153       8.3919       0.5837       1.3043
     306       5.4584       2.0362       6.5130       0.7082       2.4277,     306       3.1170       1.5963       6.9606       0.5007       1.4403,     306       4.1676       1.6598       6.8056       0.5670       1.0887,     306       2.2712       1.9802       5.6852       0.5186       1.6997,     306       3.9075       2.5116       6.7159       0.7067       1.3567,     306       4.7373       1.9642       6.6948       0.3474       1.5171,     306       3.2413       1.8831       4.1962       0.4340       1.6712,     306       3.8153       2.6579       4.0554       0.7191       1.9392,     306       2.5037       1.8945       4.5664       0.5870       1.5714,     306       7.6130       3.1700       8.7505       1.2061       2.3621
     307       3.4278       1.9185       6.7424       0.4267       1.9279,     307       2.8641       1.9155       6.0620       0.5888       1.4158,     307       6.1103       1.7828       7.9537       0.9236       1.3578,     307       3.5793       1.9989       6.7865       0.5318       1.4806,     307       4.1881       2.7964       6.1237       0.9242       2.1065,     307       4.7673       1.9705       7.3595       0.7152       1.8061,     307       2.9217       2.0557       4.7065       0.7701       1.5480,     307       4.1644       2.6736       3.8800       0.7328       2.2672,     307       2.7172       1.9943       4.1565       0.6865       1.4911,     307       7.2984       2.5427       8.3748       0.9369       1.7685
     308       3.4773       1.9624       6.0627       0.4613       2.1563,     308       3.5837       2.3057       6.7970       0.5505       1.6890,     308       5.9151       1.8679       7.0796       0.7119       1.4811,     308       3.2538       1.8060       6.2149       0.4380       1.4867,     308       3.3527       2.5746       5.8166       0.5848       2.0890,     308       3.5188       2.2722       6.5355       0.3738       1.5888,     308       3.2599       2.2683       5.3099       0.7282       1.9648,     308       2.9285       2.1371       4.1124       0.5856       1.5641,     308       4.1760       2.1821       4.1894       0.4514       1.5071,     308       6.2732       2.7788       8.3210       0.9206       2.0408
     309       3.2662       1.8198       6.2021       0.8915       1.8937,     309       2.5577       2.5426       6.1067       0.4496       1.5928,     309       5.4159       2.1224       7.7097       0.4744       1.7462,     309       2.3660       2.2064       4.9041       0.4688       1.6653,     309       2.8781       2.1204       5.6567       0.5892       1.7825,     309       2.5975       2.1732       6.8936       0.4989       1.2400,     309       2.8269       2.6192       5.5884       0.3102       2.0633,     309       2.4070       2.5245       4.0244       0.7028       1.7363,     309       4.8311       2.4912       4.8921       0.5981       1.5113,     309       6.0818       3.2808       8.4762       1.2464       2.0726
     310       2.7946       1.7955       6.3507       0.5095       1.7488,     310       4.4373       2.1360       7.5868       0.6819       1.3345,     310       6.2194       1.7577       7.4033       0.7608       1.3402,     310       2.9597       1.7653       5.8762       0.7987       1.2692,     310       3.2685       1.8852       6.2411       0.5519       1.7043,     310       2.7853       1.9912       7.0574       0.6622       1.4514,     310       2.9871       2.0459       5.6933       0.2586       1.7905,     310       2.0559       2.5509       4.3292       0.7594       2.1219,     310       4.2335       2.4577       3.8965       0.5284       1.1553,     310       5.1681       3.2662       8.2914       0.9484       2.7156
     311       3.7383       2.1671       5.8982       0.3944       1.7775,     311       3.3871       2.0961       7.5053       0.6167       1.1049,     311       5.6567       2.0918       7.1449       0.4935       1.5726,     311       3.6034       1.9497       5.6408       0.8407       1.5003,     311       2.8312       2.0618       6.3730       0.4432       2.0795,     311       2.9958       1.8339       6.9536       0.5333       0.8579,     311       2.9010       2.0407       5.0806       0.5097       1.9934,     311       2.6264       2.6337       3.9217       0.4870       1.7285,     311       3.0784       2.2502       3.8405       0.7556       1.0994,     311       6.1915       2.6247       8.8054       0.5683       1.8259
     312       4.0575       1.9454       5.8475       0.6491       2.1042,     312       4.0592       2.0906       7.7943       0.5503       1.9602,     312       4.8430       2.0628       6.9454       0.4967       1.3066,     312       2.5404       1.8266       5.3553       0.7453       1.8705,     312       3.4932       2.3119       5.6296       0.3781       2.0206,     312       2.3727       1.7465       6.1764       0.3960       1.4485,     312       3.4935       2.1479       5.2766       0.3528       1.3499,     312       3.1654       2.5625       4.1205       0.6022       1.4900,     312       2.8300       2.7691       2.9714       0.5734       1.3494,     312       5.8418       3.1170       8.7344       0.8589       2.0716
     313       5.0948       2.5578       6.0867       0.5421       1.6030,     313       3.7122       1.7315       7.9190       0.4824       1.7775,     313       7.2194       2.2341       7.7295       0.8233       1.6164,     313       2.9826       1.8617       5.7746       0.6997       1.5757,     313       2.7643       2.5036       6.6639       0.5350       2.4712,     313       2.3783       1.8845       6.6180       0.3783       1.8210,     313       3.2827       1.9482       6.0592       0.6825       1.7455,     313       2.6303       3.2051       4.0775       0.6946       1.9453,     313       3.2521       2.5824       4.1529       0.5436       1.7439,     313       4.7669       2.6586       8.0694       0.6104       1.4564
     314       3.7607       1.6792       6.0983       0.4368       2.0260,     314       3.7762       2.1603       8.4772       0.5383       1.9092,     314       6.2918       2.0592       7.9626       0.7454       0.8416,     314       2.2347       2.0681       5.9741       0.9188       1.9322,     314       3.5925       2.9574       5.7369       0.5098       2.1818,     314       2.3100       1.9734       6.6916       0.4826       1.4766,     314       2.9228       1.9206       5.2158       0.4099       1.6583,     314       2.9081       3.2288       4.3324       0.6774       1.6508,     314       3.1809       2.7291       3.6147       0.3875       1.4027,     314       4.9660       3.3516       8.6806       0.7804       2.0162
     315       3.4260       1.7296       6.0642       0.6441       1.9263,     315       3.4272       2.1060       7.5327       0.4587       1.8423,     315       7.9821       2.1951       7.1501       0.9093       0.9698,     315       2.6985       1.8380       6.1837       0.4829       1.7104,     315       3.9442       2.3915       6.5122       0.5816       1.9046,     315       3.6541       2.0923       7.2627       0.7119       1.6435,     315       2.5508       2.5332       4.9583       0.5990       1.8752,     315       3.7758       3.2003       4.3488       0.5410       1.9457,     315       3.3139       2.7876       3.7112       0.6182       1.3399,     315       6.3871       2.3385       8.4877       0.6351       1.5854
     316       2.9122       1.5976       6.1470       0.5530       1.7298,     316       3.0786       2.5828       7.2528       0.4500       1.8410,     316       7.3184       2.2648       7.3145       0.5525       1.4254,     316       3.0029       1.9221       6.1796       0.9959       1.2550,     316       3.4964       2.3686       6.5432       0.5723       2.1616,     316       1.6186       2.0163       7.4364       0.6550       1.1300,     316       3.3070       2.5397       5.6027       0.6694       1.5636,     316       3.1289       2.9340       4.3850       0.6839       1.3690,     316       2.7600       2.9620       3.7427       0.5223       1.2577,     316       6.2328       3.0212       8.4883       0.7011       2.2401
     317       2.6834       1.7418       6.5096       0.5780       1.6825,     317       3.5067       1.9937       7.7430       0.5136       1.3085,     317       6.6280       2.1047       7.4153       0.6365       1.4826,     317       2.7769       1.8652       6.4607       0.5110       1.4851,     317       2.7610       2.4689       7.5439       0.5336       1.1478,     317       1.9314       1.6428       6.9239       0.4678       1.4135,     317       3.3649       2.0882       5.5833       0.6240       1.4202,     317       3.9417       3.0175       3.9250       0.5772       2.1861,     317       2.8653       2.6617       3.9694       0.4067       1.5809,     317       5.8918       3.1519       8.7328       1.3007       2.6805
     318       4.7239       2.1545       5.8924       0.3409       1.8667,     318       3.8073       1.8802       7.5283       0.5768       1.5622,     318       7.8054       2.4700       7.5315       0.4270       1.2306,     318       3.4829       1.8941       6.4899       0.6227       1.4638,     318       2.1989       2.6543       6.5704       0.3102       1.6321,     318       1.7047       1.5789       6.2446       0.7794       1.5992,     318       3.3424       2.3818       5.9791       0.5608       1.1828,     318       2.6878       2.8259       4.5223       0.4928       1.7682,     318       3.1153       2.4881       4.2457       0.3878       2.1331,     318       5.8715       3.4599       8.3339       0.6627       1.5523
     319       3.7245       1.9655       5.7778       0.6243       2.0161,     319       3.0168       2.2251       7.7164       0.4541       1.4284,     319       6.4491       2.6931       6.7469       0.5344       1.4106,     319       2.5521       1.9712       6.1774       0.7607       1.3026,     319       2.7158       2.7030       7.7689       0.5600       1.8694,     319       1.7811       1.7363       6.2799       0.6336       1.7527,     319       3.4968       2.0365       5.1247       0.4492       1.5309,     319       2.4321       2.8917       3.9713       0.2800       1.7739,     319       2.8536       2.7934       3.3399       0.5346       2.0304,     319       6.0481       2.8236       8.6301       0.5437       1.9560
     320       4.7322       1.9702       5.8160       0.6460       2.3556,     320       4.3051       1.9921       7.3669       0.6855       1.6294,     320       5.8874       2.6071       6.8691       0.3064       1.4898,     320       3.1692       2.0338       6.0400       0.5585       1.0420,     320       2.1045       2.2992       6.8859       0.4735       1.5739,     320       2.3083       2.0453       6.5287       0.4022       2.0840,     320       3.5778       2.5041       5.7832       0.5645       1.9047,     320       2.8380       2.7944       4.1067       0.4476       1.6926,     320       3.1609       2.5542       3.6772       0.6729       2.1401,     320       5.8019       2.6820       8.3238       0.5151       1.6517
     321       4.3492       2.2504       6.2474       0.4797       1.8979,     321       2.9922       1.8727       7.7928       0.5732       1.7369,     321       6.1390       2.0992       7.4827       0.6136       1.6685,     321       2.8677       1.8401       5.9302       0.7106       1.3182,     321       2.4454       3.2615       7.8032       0.3046       1.5414,     321       2.0160       2.1559       6.0130       0.5673       1.1902,     321       3.7508       2.7442       5.7659       0.9922       1.7330,     321       2.2068       2.9116       4.3283       0.5840       1.4507,     321       2.5596       2.2614       3.7479       0.6216       1.6046,     321       6.6859       2.6800       8.1281       0.7764       2.1281
     322       4.7873       2.3563       6.5932       0.6940       1.6162,     322       3.3051       2.1036       7.7013       0.5491       1.5173,     322       5.8084       1.7837       8.1529       0.6452       1.3815,     322       3.0831       1.7965       5.9445       0.4783       1.4700,     322       2.0810       3.1620       6.5978       0.5661       1.7849,     322       3.4792       1.9535       7.2276       0.3678       1.6348,     322       3.2848       2.5270       5.3940       0.6232       1.5716,     322       2.6203       2.9580       3.8797       0.4498       1.2244,     322       2.9468       2.3821       4.6715       0.2997       1.5066,     322       7.8477       2.6910       8.6761       0.9359       2.1993
     323       3.5080       2.0296       6.1027       0.4896       2.0043,     323       4.0323       2.0754       7.3656       0.5275       1.5497,     323       5.3873       1.8695       7.2589       0.4243       1.6519,     323       3.6960       1.8729       6.6169       1.0753       1.4690,     323       2.3901       3.3128       6.6812       0.6302       1.5478,     323       3.4044       1.7579       7.1313       0.6421       1.6395,     323       2.8715       2.2083       5.7936       0.7622       1.6426,     323       2.7898       2.3855       4.2777       0.3459       1.3065,     323       3.3259       2.2056       4.3948       0.5356       1.4585,     323       7.5645       2.6890       9.2413       0.7040       1.5708
     324       2.7684       2.4713       6.2131       0.4520       1.9863,     324       3.4035       1.7266       7.1186       0.2508       1.8449,     324       4.7398       1.9358       7.2323       0.2833       1.3187,     324       3.5247       2.1221       6.3042       0.7042       1.4607,     324       2.3357       2.9155       6.8747       0.6896       1.7508,     324       1.6997       1.6350       6.6930       0.4154       1.4891,     324       3.1403       2.2455       5.5395       0.8083       1.7429,     324       3.5433       2.7926       4.6676       0.4292       1.6920,     324       2.8530       2.7357       4.1943       0.6035       1.1481,     324       7.0613       2.7123       8.7753       0.8717       1.8689
     325       3.1949       2.6281       6.7548       0.7304       1.9634,     325       4.0977       1.9794       7.1939       0.5050       1.7498,     325       4.8014       1.9902       7.4924       0.6558       1.3931,     325       3.4471       1.8354       5.2522       0.8969       1.3918,     325       2.7741       3.2962       7.0122       0.5217       1.4697,     325       2.1789       1.7480       7.2624       0.7441       2.4827,     325       3.5021       2.2658       6.3093       0.9516       1.4915,     325       2.7483       2.6290       4.1685       0.3193       1.6848,     325       2.7723       2.5543       3.9269       0.4477       2.0149,     325       5.3368       2.5954       8.1749       0.5688       1.3460
     326       3.0832       2.6374       6.7847       0.5747       1.5794,     326       2.6831       1.9969       6.3256       0.5185       1.6396,     326       4.3353       2.1060       8.3497       0.6494       2.0734,     326       4.2332       2.0678       5.3014       0.9475       2.9535,     326       2.6374       2.8992       7.1825       0.5073       1.6073,     326       1.9278       1.6836       6.5911       0.6009       1.2953,     326       4.2138       2.3137       6.3028       0.9171       1.8865,     326       2.2585       2.9991       3.7755       0.4807       1.7237,     326       3.0561       2.7087       3.9519       0.5140       1.5951,     326       5.4532       3.0539       8.6640       1.2075       2.2656
     327       3.0730       2.2649       6.5804       0.9823       2.2416,     327       3.1457       2.0253       7.1502       0.3805       1.4695,     327       5.6023       2.4913       7.3324       0.4656       1.5366,     327       3.1166       2.1166       5.0659       0.7788       2.0653,     327       2.4273       3.3715       7.2289       0.4832       1.6841,     327       2.8589       1.6728       6.6994       0.6549       2.1426,     327       3.7231       2.1678       5.7986       0.9261       1.6584,     327       3.1296       2.9985       3.8466       0.3623       1.1189,     327       3.1867       2.4932       4.6421       0.8172       1.2931,     327       6.3334       2.9482       8.2323       0.8017       1.6272
     328       4.0595       2.5660       6.8578       0.3845       1.8566,     328       2.5373       2.4231       5.9880       0.4538       1.5933,     328       5.3913       2.2181       7.3237       0.3224       1.7478,     328       3.0081       2.3717       5.0464       0.6396       0.9512,     328       2.3726       3.3226       6.6279       0.6698       1.7371,     328       2.7930       1.9088       7.0478       0.5143       1.8744,     328       3.8494       2.1786       5.7977       0.8767       1.4620,     328       1.8653       2.3123       4.5402       0.6911       1.3110,     328       2.9238       3.0585       3.8073       0.6851       1.7648,     328       8.2881       3.0951       8.6313       0.6358       1.9591
     329       2.8210       1.9879       6.1559       0.5448       2.2591,     329       2.1981       2.0523       6.7755       0.4121       1.9071,     329       4.6115       2.5398       7.8614       0.4866       0.9881,     329       2.6574       2.2417       4.7841       0.6182       1.5812,     329       2.7012       3.5538       7.4821       0.4587       1.4566,     329       2.5713       1.9449       7.3847       0.4228       1.7230,     329       4.3794       2.1566       5.8692       0.6727       1.6280,     329       2.2466       3.0107       4.0785       0.3933       1.7739,     329       3.0370       2.5644       4.0709       0.9400       1.9365,     329       7.2900       2.8326       9.0632       0.8312       2.0461
     330       3.7017       2.1104       6.4163       0.4736       1.4914,     330       2.4649       1.9453       6.6019       0.5833       1.8671,     330       3.6749       2.2283       8.0167       0.5712       1.2698,     330       2.6263       2.1982       4.5500       0.4057       1.0782,     330       2.0438       3.1493       7.0057       0.6563       2.1177,     330       3.6920       1.8646       6.9324       0.4609       1.2538,     330       4.3136       1.9223       4.8031       0.6925       1.4103,     330       2.5360       2.6436       4.3975       0.4431       1.5120,     330       3.9336       2.5173       3.3103       0.2992       2.0224,     330       9.2812       3.0245       9.1479       1.0737       1.6543
     331       3.6913       2.2864       6.3203       0.4871       1.7339,     331       3.0027       1.8622       7.4638       0.5775       1.5826,     331       5.2887       2.1904       7.6421       0.7340       1.8777,     331       2.5042       2.5598       4.5317       0.5121       1.5086,     331       1.8595       3.0213       6.7882       0.4300       1.9528,     331       2.6517       2.1226       7.5429       0.5200       1.6257,     331       4.5518       2.3801       5.1108       0.6507       1.4330,     331       3.0821       2.4437       4.3306       0.5516       1.5036,     331       3.1403       2.3045       2.9839       0.7312       2.2032,     331       7.3195       2.8755       8.4538       0.5375       1.3771
     332       3.4525       2.0333       6.7111       0.5985       1.6026,     332       2.5447       1.7573       6.9901       0.6178       2.0770,     332       4.3431       2.1452       7.3250       0.5025       1.8354,     332       2.4628       2.6082       4.3269       0.3938       1.7037,     332       2.3132       3.3659       6.1478       0.4373       1.9296,     332       2.9395       1.9469       7.1684       0.6293       1.7397,     332       4.8835       1.6846       5.7060       0.6969       1.4169,     332       3.6856       2.8417       4.0105       0.4517       1.1819,     332       3.1347       2.6481       4.0303       0.6691       1.5524,     332       7.6465       2.7073       9.2568       0.5623       1.6064
     333       3.3473       1.8196       6.9347       0.4210       1.3347,     333       3.6898       1.9478       7.5913       0.6019       1.7768,     333       4.5550       2.2572       6.8085       0.3111       1.3920,     333       3.9339       2.7940       4.7916       0.7189       1.0478,     333       3.0914       2.8790       7.1164       0.4590       1.8566,     333       3.6736       1.8702       6.3242       1.1658       2.3722,     333       3.9178       1.7246       5.7084       0.4786       1.4484,     333       3.6666       2.8195       3.5070       0.5781       1.3630,     333       3.1750       2.5179       4.2620       0.5500       1.7692,     333       6.9200       2.8992       8.6228       0.7948       1.8626
     334       3.8723       2.0088       6.7106       0.3830       1.3316,     334       3.8747       1.9299       6.8636       0.4899       1.8884,     334       6.6067       2.3386       7.6870       0.3496       1.5059,     334       2.6852       2.6876       3.8245       0.6640       1.3857,     334       2.5408       2.8913       7.2336       0.5560       2.0012,     334       2.7553       2.1897       6.7539       0.9447       2.1779,     334       3.5285       1.9189       6.4626       0.7072       1.1288,     334       2.9333       2.4703       4.0210       0.5883       1.1070,     334       3.1034       2.2696       3.6179       0.2599       1.3728,     334       5.6417       2.4027       9.7441       0.5087       1.7904
     335       2.7998       1.7129       6.4209       0.5090       1.6019,     335       4.0074       1.5599       6.8896       0.4405       1.2347,     335       6.9070       2.3177       7.1315       0.5217       1.5316,     335       2.3849       2.5756       4.4051       0.5662       1.1973,     335       2.9030       2.7556       6.8356       0.5601       2.1684,     335       1.7498       1.9421       6.1755       0.5919       1.6367,     335       2.8502       1.8905       5.7786       0.7937       1.0261,     335       2.9675       2.9454       4.2400       0.5007       1.3544,     335       2.2747       2.6092       4.4992       0.7757       1.2588,     335       4.7206       2.8281       8.4202       1.0686       1.7448
